id,serial,date,time,p1,p2,p3,pf1,pf2,pf3,v1,v2,v3,i1,i2,i3,kwh
6,8500,2019-02-26,20:03:57,6.014,5.426,3.048,0.982,1,0.875,133.5,132.7,131.1,45.81,40.69,26.49,3182
7,8500,2019-02-26,20:05:07,5.94,5.514,3.02,0.982,1,0.876,132.5,133.6,131,45.62,41.04,26.34,3182
8,8500,2019-02-26,20:06:18,5.951,5.519,3.009,0.982,1,0.875,132.8,133.8,130.8,45.61,41.03,26.27,3182
9,8500,2019-02-26,20:07:28,6.147,5.52,3,0.982,1,0.876,132.4,133.5,130,46.82,41.12,26.41,3182
10,8500,2019-02-26,20:08:38,6.097,5.501,3.034,0.989,1,0.875,132.2,133.4,131,46.54,41.02,26.43,3183
11,8500,2019-02-26,20:13:41,5.937,5.519,3.011,0.982,1,0.876,132.6,134,130.9,45.58,40.96,26.25,3184
12,8500,2019-02-26,20:26:36,5.956,5.457,3.055,0.982,1,0.876,133,133.3,131.5,45.57,40.74,26.44,3187
13,8500,2019-02-26,20:27:47,5.952,5.524,3.011,0.982,1,0.876,132.7,134,130.9,45.64,41,26.28,3187
14,8500,2019-02-26,20:28:57,5.95,5.521,3.007,0.982,1,0.875,132.6,133.8,130.8,45.64,41.03,26.28,3188
15,8500,2019-02-26,20:38:52,6.049,5.472,3.015,0.982,1,0.876,133.7,133.8,130.6,45.96,40.68,26.36,3190
16,8500,2019-02-26,20:44:02,6.138,5.457,3.06,0.986,1,0.876,133,133.7,132,46.56,40.6,26.37,3191
17,8500,2019-02-26,20:49:13,5.969,5.43,3.055,0.982,1,0.876,132.6,133,131.1,45.77,40.63,26.52,3193
18,8500,2019-02-26,20:54:23,6.006,5.503,2.995,0.982,1,0.875,133,133.5,130.3,45.91,41.01,26.3,3194
19,8500,2019-02-26,20:59:34,5.993,5.422,3.055,0.982,1,0.875,132.9,132.9,131.1,45.85,40.59,26.53,3195
20,8500,2019-02-26,21:04:44,6.038,5.466,3.013,0.982,1,0.875,133.7,133.5,130.7,45.89,40.74,26.34,3197
21,8500,2019-02-26,21:09:55,5.987,5.435,3.061,0.991,1,0.875,133.2,133.4,132,45.7,40.54,26.39,3198
22,8500,2019-02-26,21:15:05,5.974,5.432,3.056,0.983,1,0.875,132.8,132.7,131.3,45.74,40.73,26.49,3199
23,8500,2019-02-26,21:20:16,6.18,5.535,3.045,0.99,1,0.875,133,132.8,130.8,46.87,41.38,26.56,3200
24,8500,2019-02-26,21:25:26,5.939,5.625,3.006,0.983,1,0.875,132,133.4,130.5,45.78,41.85,26.36,3202
25,8500,2019-02-26,21:30:36,6.149,5.627,3.001,0.99,1,0.875,132.3,133.6,129.7,46.89,41.79,26.48,3203
26,8500,2019-02-26,21:35:47,5.979,5.525,3.059,0.983,1,0.875,132.4,132.5,131.1,45.91,41.4,26.55,3204
27,8500,2019-02-26,21:40:57,6.169,5.605,3.006,0.983,1,0.875,132.4,133.4,130.3,47.01,41.72,26.38,3205
28,8500,2019-02-26,21:46:08,6.036,5.431,3.033,0.983,1,0.875,133.1,133,130.8,46.08,40.61,26.48,3206
29,8500,2019-02-26,21:51:18,5.988,5.488,2.996,0.983,1,0.875,132.2,133.6,130,46.05,40.88,26.39,3208
30,8500,2019-02-26,21:56:29,6.018,5.469,3.001,0.988,1,0.875,132.8,133.4,130.3,46.06,40.77,26.34,3209
31,8500,2019-02-26,22:01:39,5.952,5.502,2.991,0.983,1,0.875,131.9,133.9,130.6,45.89,40.86,26.22,3210
32,8500,2019-02-26,22:06:50,6.186,5.424,3.022,0.99,1,0.875,132.8,133.1,130.7,46.96,40.54,26.4,3212
33,8500,2019-02-26,22:12:00,6.003,5.459,2.998,0.982,1,0.875,132.2,133,129.9,46.17,40.85,26.41,3213
34,8500,2019-02-26,22:17:10,6.148,5.468,2.991,0.99,1,0.874,131.8,133.3,130.1,47.05,40.83,26.34,3214
35,8500,2019-02-26,22:22:21,5.919,5.409,3.04,0.982,1,0.874,131.6,132.5,131.4,45.76,40.62,26.39,3215
36,8500,2019-02-26,22:27:31,6.158,5.465,2.99,0.982,1,0.874,132.3,132.8,130,46.96,40.94,26.35,3217
37,8500,2019-02-26,22:32:42,6.001,5.402,3.036,0.982,1,0.874,132.7,132.3,130.6,46,40.66,26.53,3218
38,8500,2019-02-26,22:37:52,5.926,5.498,3.014,0.982,1,0.874,132,133.5,131.9,45.69,40.95,26.14,3219
39,8500,2019-02-26,22:43:03,5.926,5.484,3.032,0.99,1,0.874,132.1,133.6,132.7,45.65,40.84,26.11,3220
40,8500,2019-02-26,22:48:13,0,0,0,0.982,1,0.874,134.2,134.8,134.2,0,0,0,3222
41,8500,2019-02-26,22:53:24,0,0,0,0,0,0,134.2,135.6,133.8,0,0,0,3222
42,8500,2019-02-26,22:58:34,0,0,0,0,0,0,134.5,135.8,133.9,0,0,0,3222
43,8500,2019-02-26,23:03:44,0,0,0,0,0,0,134.9,135.5,135.1,0,0,0,3222
44,8500,2019-02-26,23:08:55,0,0,0,0,0,0,135.1,136.1,134.3,0,0,0,3222
45,8500,2019-02-26,23:14:05,0,0,0,0,0,0,135.4,135.1,135.3,0,0,0,3222
46,8500,2019-02-26,23:19:16,0,0,0,0,0,0,136,135.7,134.4,0,0,0,3222
47,8500,2019-02-26,23:24:26,0,0,0,0,0,0,135,136.2,134.8,0,0,0,3222
48,8500,2019-02-26,23:29:37,0,0,0,0,0,0,134.6,135.4,133.6,0,0,0,3222
49,8500,2019-02-26,23:34:47,3.372,3.274,1.432,0.931,0.989,0.883,134.3,133.8,133.1,26.4,24.37,11.92,3222
50,8500,2019-02-26,23:39:58,3.499,3.327,1.473,0.96,1,0.917,134.3,133.6,133.1,27.09,24.67,12.04,3223
51,8500,2019-02-26,23:45:08,3.518,3.339,1.473,0.962,1,0.919,134.4,133.7,133.4,27.16,24.73,11.99,3224
52,8500,2019-02-26,23:50:18,3.457,3.365,1.477,0.962,1,0.92,132.9,134,133.7,27.01,24.86,12,3224
53,8500,2019-02-26,23:55:29,3.461,3.359,1.475,0.963,1,0.92,132.8,134,133.6,27.05,24.82,11.99,3225
54,8500,2019-02-27,00:00:39,3.458,3.343,1.479,0.963,1,0.92,133,133.9,133.8,26.99,24.73,12,3226
55,8500,2019-02-27,00:05:50,3.476,3.371,1.467,0.964,1,0.92,133.1,134.4,133.2,27.09,24.83,11.97,3226
56,8500,2019-02-27,00:11:00,3.511,3.313,1.482,0.964,1,0.92,134.1,133.4,133.5,27.13,24.58,12.04,3227
57,8500,2019-02-27,00:16:11,0.59,0,0,1,0,0,135,134.4,134.5,4.332,0,0,3228
58,8500,2019-02-27,00:21:21,0.593,0,0,1,0,0,134,135,135.1,4.385,0,0,3228
59,8500,2019-02-27,00:26:32,0.585,0,0,1,0,0,134,135.3,134.9,4.329,0,0,3228
60,8500,2019-02-27,00:31:42,0.587,0,0,1,0,0,135.1,134.3,134.5,4.304,0,0,3228
61,8500,2019-02-27,00:36:53,0.393,0,0,0.908,0,0,135.3,134.6,134.2,3.211,0,0,3228
62,8500,2019-02-27,00:42:03,0.589,0,0,0.942,0,0,134.2,135.4,134,4.354,0,0,3228
63,8500,2019-02-27,00:47:13,0.386,0,0,0.956,0,0,134.5,135.8,134.2,3.174,0,0,3228
64,8500,2019-02-27,00:52:24,0.389,0,0,0.907,0,0,134.6,135.1,135.1,3.178,0,0,3228
65,8500,2019-02-27,00:57:34,0.397,0,0,1,0,0,135.4,135.2,133.9,3.218,0,0,3228
66,8500,2019-02-27,01:02:45,0.393,0,0,0.907,0,0,135.4,134.5,134.1,3.203,0,0,3228
67,8500,2019-02-27,01:07:55,0.587,0,0,1,0,0,135.1,135.3,134.1,4.308,0,0,3228
68,8500,2019-02-27,01:13:06,0.395,0,0,0.908,0,0,134.8,135.1,133.6,3.208,0,0,3228
69,8500,2019-02-27,01:18:16,0.584,0,0,1,0,0,134.2,135.3,135,4.312,0,0,3228
70,8500,2019-02-27,01:23:27,0.387,0,0,0.907,0,0,134.2,134.9,134.8,3.188,0,0,3228
71,8500,2019-02-27,01:28:37,0.596,0,0,0.906,0,0,134.5,135.8,133.8,4.391,0,0,3228
72,8500,2019-02-27,01:33:47,0.394,0,0,0.945,0,0,135.3,135,134,3.213,0,0,3228
73,8500,2019-02-27,01:38:58,0.385,0,0,0.906,0,0,134.2,135.9,134,3.171,0,0,3228
74,8500,2019-02-27,01:44:08,0.585,0,0,1,0,0,134.9,134.5,135.1,4.295,0,0,3228
75,8500,2019-02-27,01:49:19,0.384,0,0,0.906,0,0,134.6,135.2,134.9,3.17,0,0,3228
76,8500,2019-02-27,01:54:29,0.587,0,0,1,0,0,134.8,135.7,133.8,4.312,0,0,3228
77,8500,2019-02-27,01:59:39,0.394,0,0,0.906,0,0,135.4,134.7,134.7,3.207,0,0,3229
78,8500,2019-02-27,02:04:50,0.598,0,0,0.927,0,0,134.6,135.3,135.2,4.406,0,0,3229
79,8500,2019-02-27,02:10:00,0.385,0,0,0.907,0,0,134.5,135.1,135.3,3.165,0,0,3229
80,8500,2019-02-27,02:15:11,0.388,0,0,0.906,0,0,135.1,135,135.3,3.18,0,0,3229
81,8500,2019-02-27,02:20:21,0.586,0,0,1,0,0,134.8,135.7,134.1,4.309,0,0,3229
82,8500,2019-02-27,02:25:32,0.39,0,0,0.906,0,0,135.8,134.8,135.1,3.171,0,0,3229
83,8500,2019-02-27,02:30:42,0.593,0,0,1,0,0,135.3,135.8,134.1,4.342,0,0,3229
84,8500,2019-02-27,02:35:53,0.389,0,0,0.906,0,0,134.5,135.8,135,3.21,0,0,3229
85,8500,2019-02-27,02:41:03,0.391,0,0,0.906,0,0,135.5,135.9,134.4,3.175,0,0,3229
86,8500,2019-02-27,02:46:13,0.391,0,0,0.905,0,0,135.3,135.9,134.2,3.202,0,0,3229
87,8500,2019-02-27,02:51:24,0.389,0,0,0.905,0,0,134.7,136.2,134.5,3.187,0,0,3229
88,8500,2019-02-27,02:56:34,0.584,0,0,1,0,0,134.6,135.2,135.2,4.3,0,0,3229
89,8500,2019-02-27,03:01:45,0.393,0,0,0.902,0,0,135.2,135.7,134.2,3.207,0,0,3229
90,8500,2019-02-27,03:06:55,0.602,0,0,0.905,0,0,135.3,135.5,134.2,4.411,0,0,3229
91,8500,2019-02-27,03:12:06,0.388,0,0,0.905,0,0,134.9,136.1,134.6,3.173,0,0,3229
92,8500,2019-02-27,03:17:16,0.387,0,0,0.905,0,0,134.9,135.3,135.5,3.171,0,0,3229
93,8500,2019-02-27,03:22:27,0.581,0,0,1,0,0,134.5,136.1,135.2,4.28,0,0,3229
94,8500,2019-02-27,03:27:37,0.39,0,0,0.905,0,0,135.6,135.4,135.5,3.189,0,0,3229
95,8500,2019-02-27,03:32:47,0.589,0,0,1,0,0,134.5,136.1,134.8,4.336,0,0,3229
96,8500,2019-02-27,03:37:58,0.388,0,0,0.905,0,0,135,136.1,134.3,3.173,0,0,3229
97,8500,2019-02-27,03:43:08,0.391,0,0,0.904,0,0,134.9,135.4,135.6,3.201,0,0,3229
98,8500,2019-02-27,03:48:19,0.581,0,0,1,0,0,134.9,135.1,135.5,4.268,0,0,3229
99,8500,2019-02-27,03:53:29,0.39,0,0,0.905,0,0,134.7,136.2,134.9,3.196,0,0,3229
100,8500,2019-02-27,03:58:40,0.586,0,0,1,0,0,134.4,135.7,135.4,4.323,0,0,3229
101,8500,2019-02-27,04:03:50,0.392,0,0,0.905,0,0,135.7,135,135,3.203,0,0,3229
102,8500,2019-02-27,04:09:00,0.396,0,0,0.904,0,0,135.8,135.4,134.6,3.212,0,0,3230
103,8500,2019-02-27,04:14:11,0.59,0,0,1,0,0,135.3,135.1,135.5,4.321,0,0,3230
104,8500,2019-02-27,04:19:21,0.385,0,0,0.904,0,0,135.2,135.4,135.6,3.157,0,0,3230
105,8500,2019-02-27,04:24:32,0.385,0,0,0.904,0,0,134.9,135.6,135.6,3.166,0,0,3230
106,8500,2019-02-27,04:29:42,0.386,0,0,0.919,0,0,135,136.4,134.7,3.172,0,0,3230
107,8500,2019-02-27,04:34:53,0.388,0,0,0.904,0,0,134.7,136.1,134.4,3.19,0,0,3230
108,8500,2019-02-27,04:40:03,0.587,0,0,1,0,0,135.1,135.8,134.4,4.308,0,0,3230
109,8500,2019-02-27,04:45:13,0.386,0,0,0.905,0,0,134.7,135.1,135.2,3.175,0,0,3230
110,8500,2019-02-27,04:50:24,0.388,0,0,0.904,0,0,135,135,135.3,3.187,0,0,3230
111,8500,2019-02-27,04:55:34,0.386,0,0,1,0,0,134.7,135,135.2,3.163,0,0,3230
112,8500,2019-02-27,05:00:45,0.383,0,0,0.904,0,0,134.7,134.8,135.1,3.143,0,0,3230
113,8500,2019-02-27,05:05:55,5.028,4.776,2.714,0.963,0.961,0.835,133.5,133.3,133.9,38.99,36.96,24.06,3230
114,8500,2019-02-27,05:11:06,5.94,5.559,3.031,0.977,1,0.867,134,132.8,133,45.29,41.64,26.18,3231
115,8500,2019-02-27,05:16:16,5.924,5.585,3.065,0.979,1,0.871,133.2,132.9,133.6,45.39,41.75,26.24,3233
116,8500,2019-02-27,05:21:27,6.071,5.606,3.06,0.989,1,0.872,132.5,132.9,133.4,46.32,41.89,26.24,3234
117,8500,2019-02-27,05:26:37,6.007,5.579,3.034,0.98,1,0.872,133.4,132.9,132.6,45.84,41.7,26.2,3235
118,8500,2019-02-27,05:31:47,5.924,5.664,3.017,0.98,1,0.873,132.5,133.8,132.8,45.59,42.04,26.03,3236
119,8500,2019-02-27,05:36:58,6.011,5.522,3.007,0.989,1,0.872,133.3,133.6,132.3,45.9,41.13,26.09,3238
120,8500,2019-02-27,05:42:08,5.982,5.544,3.003,0.981,1,0.872,133.2,133.9,132.4,45.75,41.2,26.03,3239
121,8500,2019-02-27,05:47:19,6.169,5.461,3.05,0.981,1,0.872,133.2,132.9,133,46.76,40.92,26.2,3240
122,8500,2019-02-27,05:52:29,5.962,5.543,3.001,0.981,1,0.872,133,133.9,132.5,45.69,41.17,26,3241
123,8500,2019-02-27,05:57:40,6.006,5.461,3.037,0.981,1,0.873,133.5,132.8,132.8,45.82,40.92,26.18,3243
124,8500,2019-02-27,06:02:50,6.104,5.465,3.058,0.989,1,0.872,132.7,132.9,133.5,46.46,40.92,26.17,3244
125,8500,2019-02-27,06:08:00,5.93,5.533,2.985,0.981,1,0.871,132.2,133.5,131.2,45.72,41.22,26.14,3245
126,8500,2019-02-27,06:13:11,5.969,5.439,3.042,0.981,1,0.871,132.5,132.8,131.5,45.86,40.77,26.45,3246
127,8500,2019-02-27,06:18:21,6.163,5.499,2.997,0.989,1,0.872,132.9,134,131.2,46.82,40.84,26.22,3248
128,8500,2019-02-27,06:23:32,5.912,5.538,3.003,0.981,1,0.872,131.8,134.2,132.5,45.69,41.06,25.99,3249
129,8500,2019-02-27,06:28:42,6.087,5.526,3.009,0.981,1,0.872,131.6,134.2,131.5,46.73,40.95,26.22,3250
130,8500,2019-02-27,06:33:52,5.906,5.519,3.001,0.985,1,0.872,132,133.7,130.9,45.58,41.05,26.28,3251
131,8500,2019-02-27,06:39:03,5.964,5.417,3.032,0.981,1,0.872,133.1,132.7,130.8,45.63,40.62,26.52,3253
132,8500,2019-02-27,06:44:13,6.111,5.501,2.98,0.989,1,0.872,132.3,133.5,130.5,46.65,40.98,26.2,3254
133,8500,2019-02-27,06:49:24,5.946,5.405,3.029,0.981,1,0.872,132.9,132.7,131.2,45.57,40.53,26.38,3255
134,8500,2019-02-27,06:54:34,4.909,3.864,2.65,0.981,1,0.872,133.2,134.1,132.1,37.28,29.58,24.2,3257
135,8500,2019-02-27,06:59:45,5.083,3.864,2.655,0.996,0.974,0.825,133,134,132.1,38.32,29.58,24.23,3257
136,8500,2019-02-27,07:04:55,4.966,3.857,2.627,0.988,0.974,0.824,134,134.2,131.8,37.48,29.51,24.15,3259
137,8500,2019-02-27,07:10:05,4.908,3.868,2.646,0.988,0.974,0.824,133.1,134.1,132.2,37.31,29.59,24.18,3260
138,8500,2019-02-27,07:15:16,5.056,3.923,3.282,0.996,0.974,0.825,132.9,135.2,131.2,38.17,29.74,29.99,3261
139,8500,2019-02-27,07:20:26,4.923,3.913,3.266,0.988,0.974,0.836,133.2,134.7,130.3,37.38,29.75,30.05,3262
140,8500,2019-02-27,07:25:37,4.912,3.919,2.682,0.988,0.974,0.827,132.9,134.8,131,37.4,29.8,24.79,3263
141,8500,2019-02-27,07:30:47,4.972,3.872,2.707,0.994,0.974,0.829,134,134.1,131.4,37.51,29.63,24.89,3264
142,8500,2019-02-27,07:35:58,4.881,3.903,3.306,0.988,0.975,0.827,132.8,134,131.2,37.2,29.85,30.12,3265
143,8500,2019-02-27,07:41:08,5.143,3.851,2.7,0.988,0.974,0.827,133.6,133.5,131,38.59,29.6,24.94,3266
144,8500,2019-02-27,07:46:18,4.952,3.847,2.713,0.988,0.974,0.829,133.4,133.4,130.9,37.52,29.6,25.01,3267
145,8500,2019-02-27,07:51:29,4.948,3.885,2.676,0.988,0.974,0.827,133.6,134.5,130.4,37.45,29.63,24.88,3268
146,8500,2019-02-27,07:56:39,5.096,3.846,2.736,0.996,0.974,0.827,132.9,133.5,131.3,38.46,29.57,25.08,3269
147,8500,2019-02-27,08:01:50,4.898,3.861,2.73,0.988,0.974,0.827,132.6,133.3,131.3,37.38,29.71,25.01,3270
148,8500,2019-02-27,08:07:00,4.929,3.84,2.721,0.988,0.974,0.827,133.3,133.1,130.9,37.42,29.63,25.02,3271
149,8500,2019-02-27,08:12:11,5.073,3.856,2.729,0.996,0.974,0.827,132.9,133.4,131.7,38.29,29.64,24.95,3272
150,8500,2019-02-27,08:17:21,4.912,3.854,2.654,0.987,0.974,0.825,133.5,133.8,132.4,37.23,29.56,24.18,3273
151,8500,2019-02-27,08:22:32,4.856,3.904,2.628,0.988,0.974,0.825,132.1,134.2,131.5,37.2,29.83,24.17,3274
152,8500,2019-02-27,08:27:42,5.043,3.875,2.643,0.996,0.974,0.825,132.4,133.9,131.9,38.21,29.69,24.18,3275
153,8500,2019-02-27,08:32:52,4.948,3.849,2.628,0.988,0.974,0.825,132.8,133.2,130.7,37.65,29.66,24.3,3276
154,8500,2019-02-27,08:38:03,5.113,3.951,2.657,0.988,0.983,0.826,132.6,132.7,131.2,38.68,30.29,24.4,3277
155,8500,2019-02-27,08:43:13,4.874,3.99,2.637,0.991,0.983,0.826,132.2,133.4,131.7,37.3,30.39,24.19,3278
156,8500,2019-02-27,08:48:24,4.968,3.863,2.634,0.988,0.983,0.825,133.6,133.4,131.2,37.59,29.7,24.28,3279
157,8500,2019-02-27,08:53:34,5.061,3.913,2.605,0.994,0.974,0.825,132.7,134.4,131.5,38.25,29.82,24.06,3280
158,8500,2019-02-27,08:58:45,4.888,3.858,2.655,0.988,0.974,0.826,132.7,133.4,131.4,37.25,29.66,24.35,3281
159,8500,2019-02-27,09:03:55,5.049,3.898,2.606,0.988,0.974,0.826,133,134.2,130.4,38.39,29.77,24.24,3282
160,8500,2019-02-27,09:09:05,6.368,3.897,2.647,1,0.974,0.825,131.2,134.1,132,48.42,29.8,24.29,3283
161,8500,2019-02-27,09:14:16,5.043,3.851,2.669,0.988,0.974,0.826,130.6,130.6,128.6,38.99,30.21,24.92,3284
162,8500,2019-02-27,09:19:26,5.148,3.997,2.64,0.991,0.975,0.826,131.9,133.9,131.9,39.14,30.59,24.21,3285
163,8500,2019-02-27,09:24:37,5.07,4.012,2.606,0.988,0.985,0.829,132.7,134.2,130.8,38.61,30.63,24.21,3286
164,8500,2019-02-27,09:29:47,5.048,3.998,2.61,0.988,0.975,0.827,132.7,134,130.4,38.45,30.57,24.26,3287
165,8500,2019-02-27,09:34:58,5.204,4.006,2.612,0.996,0.975,0.826,132.6,134,130.3,39.37,30.64,24.32,3288
166,8500,2019-02-27,09:40:08,5.042,3.958,2.649,0.988,0.975,0.826,133.7,133.7,131.6,38.14,30.39,24.29,3289
167,8500,2019-02-27,09:50:31,4.995,4.031,2.639,0.988,0.975,0.827,132.9,134.9,132.2,38,30.61,24.13,3291
168,8500,2019-02-27,09:55:41,5.086,3.996,2.637,0.988,0.975,0.827,133.9,133.9,131,38.36,30.56,24.33,3292
169,8500,2019-02-27,10:00:51,5.169,4.054,2.624,0.997,0.975,0.827,132.9,134,131.5,38.99,30.94,24.18,3293
170,8500,2019-02-27,10:06:02,5.021,3.987,2.665,0.988,0.976,0.827,133.2,133.6,131.9,38.11,30.59,24.31,3294
171,8500,2019-02-27,10:11:12,5.23,3.958,2.63,0.997,0.984,0.829,133.9,133.6,131.6,39.14,30.36,24.16,3295
172,8500,2019-02-27,10:21:30,5.262,4.012,2.626,0.991,0.975,0.827,133.7,134.3,131.1,39.45,30.6,24.25,3297
173,8500,2019-02-27,10:31:48,5.044,4.033,2.604,0.988,0.975,0.827,132.9,134.3,130.4,38.34,30.74,24.21,3299
174,8500,2019-02-27,10:36:58,5.252,3.992,2.641,0.997,0.976,0.827,133.5,133.8,131.3,39.4,30.58,24.28,3300
175,8500,2019-02-27,10:42:09,5.002,4.029,2.66,0.989,0.976,0.827,132.5,134.1,131.9,38.18,30.77,24.3,3301
176,8500,2019-02-27,10:47:19,5.062,4.02,2.617,0.989,0.976,0.828,133,134,130.4,38.45,30.71,24.28,3302
177,8500,2019-02-27,10:52:30,5.173,4.051,2.627,0.997,0.976,0.828,132.7,134.3,131.1,39.1,30.87,24.25,3303
178,8500,2019-02-27,11:02:52,5.238,4.127,2.619,0.997,0.977,0.829,133.1,133.5,130.4,39.44,31.38,24.33,3305
179,8500,2019-02-27,11:08:03,5.089,4.096,2.66,0.995,0.984,0.829,133.5,132.7,130.8,38.49,31.36,24.44,3306
180,8500,2019-02-27,11:13:13,5.051,4.159,2.618,0.989,0.984,0.829,132.9,134.1,130.6,38.39,31.5,24.26,3307
181,8500,2019-02-27,11:18:24,5.246,4.084,2.64,0.997,0.984,0.828,133.6,133,131.1,39.34,31.2,24.3,3308
182,8500,2019-02-27,11:28:46,5.22,4.048,2.623,0.989,0.976,0.828,132.3,134,130.5,39.57,30.89,24.31,3311
183,8500,2019-02-27,11:39:09,5.014,4.002,2.667,0.989,0.976,0.829,132.5,133.1,131.6,38.26,30.77,24.37,3313
184,8500,2019-02-27,11:44:19,5.215,4.038,2.616,0.997,0.976,0.828,132.5,133.8,130.7,39.45,30.88,24.21,3314
185,8500,2019-02-27,11:49:35,5.202,3.98,2.672,0.997,0.976,0.828,132.3,132.5,131.3,39.4,30.76,24.45,3315
186,8500,2019-02-27,11:54:45,5.008,4.007,2.663,0.989,0.976,0.829,132.5,133.1,131.8,38.21,30.82,24.3,3316
187,8500,2019-02-27,12:05:08,5.099,4.003,2.634,0.994,0.976,0.828,133,133.1,130.2,38.7,30.78,24.41,3318
188,8500,2019-02-27,12:15:26,5.244,3.975,2.75,0.997,0.976,0.83,133,132.6,131.6,39.51,30.69,25.09,3320
189,8500,2019-02-27,12:20:36,5.095,3.984,2.723,0.996,0.976,0.83,133.1,132.6,130.3,38.64,30.76,25.13,3321
190,8500,2019-02-27,12:25:47,5.293,3.998,2.712,0.991,0.976,0.83,133.2,133.1,130.9,39.81,30.73,24.98,3322
191,8500,2019-02-27,12:30:57,5.241,3.972,2.671,0.997,0.976,0.829,133,132.3,131.1,39.5,30.74,24.48,3323
192,8500,2019-02-27,12:36:07,5.086,3.969,2.656,0.989,0.976,0.829,133.3,132.6,131.2,38.51,30.66,24.34,3324
193,8500,2019-02-27,12:41:23,5.203,4,2.675,0.989,0.976,0.829,131.9,132.6,130.9,39.53,30.86,24.55,3325
194,8500,2019-02-27,12:46:33,5.239,3.973,2.676,0.997,0.976,0.829,133.2,132.7,131.4,39.42,30.65,24.45,3326
195,8500,2019-02-27,12:51:44,5.012,4.041,2.624,0.989,0.976,0.829,132.5,133.9,131,38.23,30.87,24.22,3327
196,8500,2019-02-27,12:56:54,5.203,3.988,2.674,0.992,0.976,0.829,132.6,132.6,131.7,39.33,30.77,24.38,3328
197,8500,2019-02-27,13:02:05,5.256,3.982,2.63,0.997,0.976,0.829,133.4,133.3,130.5,39.47,30.58,24.33,3329
198,8500,2019-02-27,13:07:15,5.107,3.997,2.64,0.989,0.977,0.829,133.5,133.3,130.4,38.6,30.7,24.42,3330
199,8500,2019-02-27,13:12:26,5.217,3.992,2.678,0.997,0.976,0.829,132.8,132.9,131.6,39.37,30.74,24.41,3331
200,8500,2019-02-27,13:17:36,5.212,4.032,2.689,0.997,0.976,0.83,133,133.2,130.8,39.25,30.93,24.82,3332
